primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,id_politico,fecha_inicio,fecha_nac,fuente
CAYETANO,NA,BORDA,Y PAGOLA,226,1911-02-15,1876,1
CAYETANO,NA,STOPINGI,PRADO,3406,2015-03-01,1985-09-02,
CECILIA,NA,MARCHI,NA,2767,2010-03-01,1954-01-10,
CECILIA,NA,SELENE,NA,3214,2015-03-01,1969-02-25,
CECILIO,L.,ALZAIBAR,NA,3924,1963-02-15,,
CELEM,NA,NAREZ,JURI,1949,NA,1923-11-08,
CELIA,R.,DE ALCANTARA,ALCANTARA,3917,1963-02-15,,
CESAR,O.,ARGELLO,NA,92,1938-05-25,,
CESAR,NA,BADIN,NA,2745,2010-03-01,1949-01-15,
CESAR,NA,BORBA,NA,2525,1970-04-17,1912-05-01,
CESAR,NA,BUSTELO,NA,1574,NA,1929-09-19,
CESAR,NA,CEBALLE,NA,2789,2010-03-01,1957-03-23,
CESAR,NA,NIEVES,NA,3129,2015-03-01,,
CHRISTIAN,NA,DI CANDIA,CANDIA,4018,2019-04-01,1981-10-08,
CIRILO,NA,GULDENZOPH,NA,3714,1932-02-23,1902,1
CIRO,NA,CIOMPI,NA,341,1959-02-15,1905,1
CLAUDIO,NA,LAMONACA,NA,2777,2010-03-01,1953-11-05,
CLAUDIO,NA,RENDO,NA,3111,2015-03-01,1965-01-02,
CLAUDIO,NA,TORTI,NA,2708,2010-03-01,1944-10-24,
CLEVER,NA,MARIANI,NA,3265,2015-03-01,,
CLEVER,NA,RIERA,SOSA,2846,2010-03-01,1962-10-30,
CONO,ALFREDO,BRESCIA,NA,3980,1990-02-15,1942-10-09,
CONRADO,F.,RUCKER,NA,1200,1911-02-15,1855,1
CONRADO,NA,CHELONI,NA,326,1959-02-15,1917-03-06,
CONRADO,NA,SAEZ,NA,2114,1926-02-13,,
CONSTANTINO,NA,OGANDO,NA,3729,1932-02-23,,
CORALIO,NA,CAPILLAS,NA,281,1917-02-15,,
CRISTIAN,NA,FERRARO,NA,2719,2015-03-01,1978-05-22,
CRISTINA,NA,BURWOOD,NA,2733,2010-03-01,1972-04-20,
CRISTINA,NA,CORTONDO,NA,3260,2015-03-01,1971-05-19,
CRISTINA,NA,LUSTEMBERG,NA,2378,2020-02-15,1966-01-12,
CRISTINA,NA,LUSTENBERG,NA,2356,2015-02-15,1966-01-12,
CRISTOBAL,NA,CANO,NA,1589,NA,,
CRISTOBAL,NA,TIMON,NA,2204,NA,,
CYRO,NA,GIAMBRUNO,NA,621,1947-02-13,1898,
DAISY,NA,TORUNE,NA,2588,2007-03-08,1951-03-17,
DALILA,NA,CALVO,NA,3519,1994-11-27,,
DAMASO,NA,PANI,NA,3173,2015-03-01,1971-10-21,
DANIEL,M.,CAMPERO,NA,3345,2015-03-01,1968-03-15,
DANIEL,NA,BORRELLI,NA,2581,2004-03-16,1952-03-22,
DANIEL,NA,CAGGIANI,NA,2322,2020-02-15,1983-07-20,
DANIEL,NA,CARRERO,GONZALEZ,1606,NA,1950-10-14,
DANIEL,NA,DIBOT,NA,2974,2015-03-01,1964-01-18,
DANIEL,NA,GERHARD,NA,2371,2020-02-15,1988-07-08,
DANIEL,NA,GOLDMAN,NA,3462,2019-10-27,1977-09-06,
DANIEL,NA,GRONROS,NA,3322,2015-03-01,1983-01-14,
DANIEL,NA,LALINDE,,2848,2010-03-01,1956-06-24,
DANIEL,NA,MARSIGLIA,NA,1906,NA,1961-09-07,
DANIEL,NA,MAÑANA,NA,2427,2010-02-15,,
DANIEL,NA,OLESKER,NA,2306,2020-02-15,1952-08-23,
DANIEL,NA,ORDUSGOITY,NA,1968,NA,1961-10-14,
DANIEL,NA,PLACERES,NA,2307,2015-02-15,1965-11-18,
DANIEL,NA,RADIO,NA,2415,2015-02-15,1959-02-20,
DANIEL,NA,SALINAS,NA,2615,2020-03-01,1962-02-17,
DANIELA,NA,PAYSSE,NA,1992,NA,1946-10-17,
DANILO,NA,ASTORI,NA,130,2020-02-15,1940-04-23,
DANTE,NA,IRURTIA,NA,732,1995-02-15,1928-10-19,
DAOIZ,NA,LIBRAN,BONINO,793,1991-12-10,1923-02-18,
DARDO,NA,VILLAMIL,NA,2977,2010-03-01,1963-12-22,
DARIO,NA,BRUGMANN,NA,2994,2010-03-01,1955-04-14,
DAVID,NA,ORTEGO,NA,988,1997-12-02,1939-05-02,
DELFOS,NA,ROCHE,NA,2077,1962-11-25,1912-09-12,
DERLYS,NA,RUFINA,LEMOS,2107,NA,1952-08-02,
DIDIER,NA,OPERTTI,NA,2565,2000-03-01,1937-04-23,
DIEGO,NA,MURARA,NA,3065,2015-03-01,1987-11-13,
DIEGO,NA,RUETE,NA,3470,2019-10-27,1975-08-02,
DIEGO,NA,TRINDADE,NA,3304,2015-03-01,,
DIMAR,NA,LARROQUE,NA,1860,NA,1929-10-16,
DIONISIO,MIGUEL,BALBELA,NA,1481,NA,1897,1
DIONISIO,NA,RAMIS,NA,3641,1958-11-30,,
DOMINGO,NA,DEVOTTO,NA,1700,NA,1928-02-22,
DOMINGO,NA,MALADOTTE,NA,1899,NA,,
DOMINGO,NA,MOIZO,NA,3548,1966-11-27,,
DOMINGO,NA,PAUNESSE,NA,1026,1938-05-25,,
DONATO,NA,CARTOLANO,NA,299,1972-10-11,1900,1
DONATO,NA,GRIECCO,NA,669,1964-06-17,1930-04-08,
DONATO,NA,PECORA,NA,3872,1959-02-15,1884-11-18,
DONATO,NA,URQUHART,NA,1361,1951-02-15,,
DORA,NA,COCCARO,NA,1643,NA,1912,
DUILIO,NA,GRANDIROLI,NA,3569,1962-11-25,1930,1
DURMEN,M.,MENCHACA,NA,3268,2015-03-01,1964-12-31,
E.,MARIO,PEYROT,NA,3947,1971-08-28,1905,2
EBERT,NA,ROIBAL,NA,3300,2015-03-01,1971-08-16,
EDEN,MELO,SANTAMARINA,NA,2128,NA,1936-05-31,
EDGARD,NA,BELLOMO,NA,186,2000-02-15,1951-05-20,
EDGARD,NA,GUEDES,NA,677,1972-02-15,,
EDGARDO,NA,BUSCARONS,DOTTA,253,1952-10-13,1918,1
EDGARDO,NA,GENTA,NA,3628,1958-11-30,,
EDGARDO,NA,NOVICK,NA,3459,2019-10-27,1956-11-22,
EDGARDO,NA,ORTUÑO,NA,1972,NA,1970-06-10,
EDGARDO,NA,PRADO,NA,2040,2010-03-01,1937-04-25,
EDINSON,NA,ALDAO,NA,3134,2015-03-01,1976-05-13,
EDISON,NA,PERAZA,RIVERO,3393,2015-03-01,1949-03-07,
EDISON,NA,SANTESTEVAN,,3974,1985-02-15,1934-02-16,
EDISON,NA,SEDARRI,NA,1258,1995-02-15,1931,1
EDISON,NA,ZUNINI,NA,2287,NA,1918-11-04,
EDMUNDO,NA,CASTILLO,NA,311,1931-03-01,,
EDMUNDO,NA,ROSELLI,NA,2440,2015-02-15,1958-07-25,
EDMUNDO,NA,SISTO,NA,3823,1955-02-15,,
EDUARDO,B.,ANAYA,NA,62,1902-05-15,1855,2
EDUARDO,F.,GARRA,NA,612,1938-05-25,,
EDUARDO,J.,PASTOR,NA,3864,1963-02-15,,
EDUARDO,P.,BOTTINELLI,NA,234,1959-02-12,1902-09-18,
EDUARDO,S.,REY,NA,3651,1926-02-13,,
EDUARDO,NA,ARSUAGA,NA,1471,NA,,
EDUARDO,NA,ASHFIELD,NA,2875,2010-03-01,1952-11-30,
EDUARDO,NA,BACIGALUZ,NA,143,NA,,
EDUARDO,NA,BECCO,NA,1505,NA,1907-01-07,
EDUARDO,NA,BRENTA,NA,2600,2010-03-01,1959-02-08,
EDUARDO,NA,BUSOLLO,NA,3107,2015-03-01,1964-09-24,
EDUARDO,NA,CARZOGLIO,NA,2621,1985-03-01,,
EDUARDO,NA,CERNADA,NA,2688,2010-03-01,1941-11-15,
EDUARDO,NA,EVANGELISTA,NA,3490,2004-10-31,1955-03-05,
EDUARDO,NA,EYHERACHAR,NA,502,1947-02-15,,
EDUARDO,NA,FASCIOLO,SIRI,510,1938-06-06,1891,1
EDUARDO,NA,FAZZIO,NA,1735,NA,1938-01-06,
EDUARDO,NA,FLEITA,NA,3387,2015-03-01,1980-10-18,
EDUARDO,NA,GALAGORRI,NA,579,1967-02-15,1923-02-24,
EDUARDO,NA,GAYOSO,NA,2808,2010-03-01,,
EDUARDO,NA,GRAVINA,NA,3067,2015-03-01,1947-01-30,
EDUARDO,NA,LAY,ALVEZ,1866,NA,1939-03-30,
EDUARDO,NA,LORIER,NA,1889,2010-02-15,1952-09-10,
EDUARDO,NA,LUST,NA,2289,2020-02-15,1959-10-30,
EDUARDO,NA,MALAQUINA,NA,829,2001-02-15,1936-08-31,
EDUARDO,NA,MUGURUZA,NA,1945,NA,1940-09-28,
EDUARDO,NA,PACHIAROTTI,NA,3787,1949-06-11,1918-03-18,
EDUARDO,NA,PASCUAL,NA,1018,1963-02-15,,
EDUARDO,NA,PIAZZE,NA,3350,2015-03-01,1988-06-29,
EDUARDO,NA,PINAZZO,NA,3137,2015-03-01,1976-03-24,
EDUARDO,NA,RODINO,VARELA,2078,NA,1940-09-04,
EDUARDO,NA,TAPIE,SIMA,3417,2015-03-01,1956-06-10,
EDUARDO,NA,ULLOA,NA,3050,2015-03-01,1982-08-16,
EDWIN,NA,ARMSTRONG,BRUM,99,1968-02-15,1926,1
ELBIO,NA,GEYMONAT,NA,618,1963-02-15,1924-05-14,
ELBIO,NA,HERNAN,GODOY,3347,2015-03-01,1975-02-16,
ELENA,NA,PONTE,NA,2036,NA,1947-12-28,
ELIAS,NA,CROCCI,NA,3920,1963-02-15,1938-06-16,
ELIAS,NA,CROCI,NA,1658,NA,1938-06-16,
ELIAS,NA,YAFFALIAN,NA,3511,1994-11-27,1931-04-08,
ELIDO,NA,DELBONO,NA,3583,1962-11-25,1920-02-18,
ELISA,NA,DELLEPIANE,NA,1695,NA,1925-03-27,
ELISA,NA,MARSICANO,NA,844,1986-02-26,1950-06-15,
ELOINA,D.,LESTARPE,NA,2943,2010-03-01,1945-10-13,
ELSA,NA,CAPILLERA,NA,2299,2020-02-15,1971-05-15,
ELSEO,NA,MARZOL,NA,861,NA,,
ELSO,NA,DANDRAU,NA,2823,2010-03-01,1951-11-03,
EMILIA,NA,PANIZO,NA,3410,2015-03-01,1957-11-13,
EMILIO,A.,CATRUFO,NA,1625,NA,1909,1
EMILIO,L.,BESSONART,NA,4090,1932-02-23,1901,1
EMILIO,T.,LUCIANI,NA,3717,1926-10-02,1898-09-19,
EMILIO,W.,FALCONE,NA,3948,1967-02-15,,
EMILIO,NA,ABONDET,NA,2968,2010-03-01,1956-08-25,
EMILIO,NA,AVEGNO,NA,132,1911-02-15,,
EMILIO,NA,BARBAROUX,NA,1489,1916-09-04,1876,2
EMILIO,NA,BESSONART,NA,4090,1945-06-18,1901,
EMILIO,NA,BONNECARRERE,NA,223,1956-12-26,1905,2
EMILIO,NA,CALO,NA,267,1917-02-15,,
EMILIO,NA,FRUGONI,NA,567,1966-11-27,1880-03-30,
EMILIO,NA,ROLAND,NA,3709,1932-02-23,,
EMILIO,NA,SUSENA,NA,2192,NA,,
EMILIO,NA,ZUM,FELDE,1421,1920-03-26,1880,2
ENRIQUE,A.,CORNU,NA,357,1929-02-15,,
ENRIQUE,D.,DORIA,NA,457,1920-02-18,,
ENRIQUE,E.,POLLERO,NA,1089,1955-02-15,,
ENRIQUE,LUIS,TOMATTI,NA,1335,1967-02-15,,
ENRIQUE,O.,MAGNANI,NA,2531,1972-03-01,1908,2
ENRIQUE,NA,AREZO,NA,3059,2015-03-01,1978-05-15,
ENRIQUE,NA,BRAGA,NA,2553,1990-03-01,1934-03-18,
ENRIQUE,NA,CADENAS,BOIX,1578,NA,1938-05-09,
ENRIQUE,NA,CLAVEAUX,NA,2493,1947-03-01,1890-01-19,
ENRIQUE,NA,COMAS,NIN,349,1923-02-15,1882,1
ENRIQUE,NA,DE FUENTES,FUENTES,1684,NA,1928-03-18,
ENRIQUE,NA,ERRO,NA,479,1972-02-15,1912-09-14,
ENRIQUE,NA,HUGHES,NA,713,1938-05-25,1892-03-25,1
ENRIQUE,NA,PASTORINO,NA,1990,1966-11-27,1918-06-27,
ENRIQUE,NA,PINTADO,NA,1073,2010-03-01,1958-01-26,
ENRIQUE,NA,SANTIAS,NA,1231,1963-02-15,,
ENRIQUE,NA,TARIGO,NA,1320,1985-03-01,1927-09-15,
ENRIQUE,NA,VESCOBI,NA,2519,1967-03-01,1939,1
ENRIQUE,NA,VISPO,NA,3528,1989-11-26,,
ENZO,NA,BENECH,NA,2604,2018-01-15,1949-10-01,
ENZO,NA,MALAN,NA,2343,2020-02-15,1970-01-16,
EOFELIO,NA,DE DOVITTIS,DOVITTIS,403,1951-02-15,,
ERCILIA,NA,BOMIO,NA,1546,NA,1933-03-18,
ERNESTO,A.,CHOCA,NA,334,1969-10-30,1933-10-14,
ERNESTO,F.,PARAVIS,NA,4330,1951-02-15,,
ERNESTO,NA,AGAZZI,NA,13,2015-02-15,1942-09-04,
ERNESTO,NA,BAUZA,NA,175,1924-10-10,,
ERNESTO,NA,DE LOS CAMPOS,LOS CAMPOS,412,1914-02-15,,
ERNESTO,NA,DEHL,NA,430,2004-07-15,1961-03-06,
ERNESTO,NA,GALMES,NA,586,1925-05-15,,
ERNESTO,NA,MAC ALLISTER GREEN,ALLISTER GREEN,1893,NA,,
ERNESTO,NA,MURISSICH,NA,1948,NA,,
ERNESTO,NA,MURRO,NA,2607,2015-03-01,1951-01-20,
ERNESTO,NA,PARAVIS,NA,4330,1943-02-15,,
ERNESTO,NA,SALAVERRIA,NA,2760,2010-03-01,1956-02-28,
ERNESTO,NA,TALVI,NA,2614,2020-03-01,1957-06-10,
ESTEBAN,F.,CAMPAL,NA,4112,1959-02-15,1913,2
ESTEBAN,J.,TOSCANO,NA,1338,1923-02-01,,
ESTEBAN,NA,CAMPAL,NA,4112,1962-11-25,1913,2
ESTEBAN,NA,ELENA,NA,1715,1938-06-19,,
ESTEBAN,NA,LAZAGUE,NA,3660,1926-02-13,,
ESTEBAN,NA,PRESA,NA,3271,2015-03-01,1982-11-11,
ESTEBAN,NA,ROSTAGNOL,BEIN,1194,1962-11-25,1899-07-02,2
EUCLIDES,NA,GONCALVEZ,NA,642,1951-02-15,,
EUFEMIO,NA,BUENAFAMA,NA,1568,NA,,
EUFRASIO,NA,FERROU,NA,3891,1959-02-15,1900,1
EUGENIO,J.,LAGARMILLA,NA,4249,1920-03-03,1877,2
EUGENIO,T.,CAVIA,NA,316,1926-02-15,,
EUGENIO,NA,BAROFFIO,NA,1495,NA,1921-03-12,2
EUGENIO,NA,LAGARMILLA,NA,4249,1927-03-01,1877,
EUGENIO,NA,PETIT,NA,3368,2015-03-01,1959-03-01,
EUGENIO,NA,PINEDA,NA,1071,1963-02-14,,
EUSTAQUIO,NA,GIRAZ,NA,1793,NA,,
EUSTAQUIO,NA,SEREM,NA,1271,1972-12-20,,
EVELIN,NA,ARAMBARRI,NA,3295,2015-03-01,1980-07-08,
EXEQUIEL,NA,GARZON,NA,613,1938-05-21,,
FABIAN,NA,ARNEJO,NA,3402,2015-03-01,1981-11-18,
FABRICIO,NA,SINISCALCHI,NA,2168,2015-03-01,1983-05-22,
FANNY,NA,ARON,NA,1466,NA,1937-10-20,
FANNY,NA,PUYENSKY,NA,1121,1992-09-05,1939-07-23,
FANNY,NA,TRYLESINSKY,NA,2217,NA,1954-12-24,
FEBRINO,L.,VIANNA,NA,1389,1932-02-09,,
FEDERICO,P.,ARROSA,NA,116,1926-02-15,,
FEDERICO,NA,BABRERA,NA,2717,2010-03-01,1983-07-16,
FEDERICO,NA,CANFIELD,NA,277,1908-02-15,1886-11-25,1
FEDERICO,NA,CASARETTO,NA,306,2005-02-15,1968-11-13,
FEDERICO,NA,CERIANI,NA,2800,2010-03-01,,
FEDERICO,NA,FLEURQUIN,NA,544,1917-02-15,,
FEDERICO,NA,SLINGER,NA,2564,1995-03-01,1932,2
FEDERICO,NA,SOURMASTRE,NA,3629,1958-11-30,,
FEDERICO,NA,VIDIELLA,NA,2467,1916-11-27,1850-06-06,
FELIPE,NA,BRUSSONI,NA,1566,NA,1936-09-22,
FELIPE,NA,DE HAEDO HARLEY,HAEDO HARLEY,404,1990-02-15,1954-09-14,
FELIPE,NA,GOIRENA,NA,1797,NA,,
FELIPE,NA,LACUEVA,STIRLING,749,1902-02-15,1863,1
FELIPE,NA,SCHELOTTO,NA,1252,1917-02-15,,
FELIPE,NA,SCHIPANI,LARRAURI,4422,2015-03-01,1980-01-22,
FELIPE,NA,SCHIPANI,NA,4422,2020-02-15,1980-01-22,
FELIX,S.,MENDIA,NA,884,1919-07-23,,
FELIX,NA,BARTHAGARAY,NA,3621,1958-11-30,,
FELIX,NA,DE CARLOS PINTOS,CARLOS PINTOS,1682,NA,1922-09-03,
FELIX,NA,LAVIÑA,NA,1865,NA,,
FELIX,NA,LEIZAGOYEN,NA,3376,2015-03-01,1958-11-20,
FELIX,NA,POLLERI,NA,1088,1934-06-18,1878-07-31,
FERMIN,NA,HUERTAS,BERRO,711,1914-12-14,,
FERMIN,NA,SARMIENTO,NA,1244,1955-02-15,,
FERMIN,NA,SORHUETA,NA,2174,1963-02-15,,
FERNANDO,LUCAS,GAFREE,NA,575,1959-02-24,,
FERNANDO,NA,BARBACHAN,NA,2835,2010-03-01,1959-11-23,
FERNANDO,NA,CAROTTA,NA,3473,2019-06-30,1971-10-12,
FERNANDO,NA,CHAGAS,NA,1630,NA,,
FERNANDO,NA,CROSA,NA,1660,NA,,
FERNANDO,NA,ELICHIRIGOITY,NA,474,1972-02-15,1922,1
FERNANDO,NA,ETCHETTO,NA,1724,NA,,
FERNANDO,NA,FARINA,NA,2494,1949-07-02,,
FERNANDO,NA,LONGO,NA,797,2005-02-15,,
FERNANDO,NA,MELGAR,NA,2727,2015-03-01,1972-04-02,
FERNANDO,NA,OLAIZOLA,NA,2911,2010-03-01,1955-11-12,
FERNANDO,NA,QUARNETTI,NA,2045,NA,1957-09-14,
FERNANDO,NA,ROJAS,NA,1172,1989-01-01,,
FERNANDO,NA,SCRIGNA,NA,1255,NA,1958-03-26,
FERNANDO,NA,VISETTI,NA,1407,1955-02-15,,
FERREIRA,NA,DE VEGA,VEGA,3352,2015-03-01,1979-01-22,
FIDENCIO,NA,NUNES,RIBEIRO,960,1939-12-14,1898-03-20,
FITZGERALD,NA,CANTERO,NA,2393,2010-02-15,1978-01-31,
FLAVIA,NA,COELHO,NA,4024,2020-02-09,1978-02-19,
FLAVIO,NA,BUSCASSO,NA,2551,1989-10-25,1926-07-18,
FLOR,MARIA,LACUESTA,NA,1852,NA,,
FLORENCIO,NA,ARAGON,Y ETCHART,74,1923-02-15,1878-05-14,1
FLORENCIO,NA,CORE,NA,1649,1959-02-15,,
FRANCISCO,(H),FORTEZA,NA,4185,1989-07-28,1928,
FRANCISCO,ALBERTO,SCHINCA,NA,1253,1932-02-15,1893-03-09,
FRANCISCO,M.,CAPANO,NA,3935,1963-02-15,1918-01-16,
FRANCISCO,M.,UBILLOS,NA,4456,1972-12-28,1906,
FRANCISCO,MARIO,UBILLOS,NA,4456,NA,1906,
FRANCISCO,NA,ACCINELLI,GALVEZ,4036,1963-02-14,,
FRANCISCO,NA,ACCINELLI,NA,4036,1938-05-25,1872-04-07,
FRANCISCO,NA,BELTRAME,NA,2603,2012-06-14,1952-07-17,
FRANCISCO,NA,BETELU,NA,208,1943-02-15,,
FRANCISCO,NA,BUSTILLO,NA,254,2020-07-06,1960-04-01,
FRANCISCO,NA,CARUSO,NA,3570,1962-11-25,,
FRANCISCO,NA,FIORITO,NA,542,1902-02-15,,
FRANCISCO,NA,FORTEZA,NA,4185,1952-03-01,1892,
FRANCISCO,NA,GHIGLIANI,NA,619,1934-05-18,1883-06-07,2
FRANCISCO,NA,IMHOFF,NA,724,1920-02-15,1880-07-08,
FRANCISCO,NA,LAXALTE,NA,2864,2010-03-01,1937-05-18,
FRANCISCO,NA,LUCKY,NA,1891,NA,,
FRANCISCO,NA,MIRAMONTE,NA,906,1991-09-26,,
FRANCISCO,NA,OTTONELLI,NA,1977,NA,1931-05-29,
FRANCISCO,NA,PLATERO,NA,3064,2015-03-01,1953-11-06,
FRANCISCO,NA,SALAZAR,NA,2115,1959-02-15,,
FRANCISCO,NA,SANCHO,BARCELO,2124,NA,,
FRANCISCO,NA,UBILLOS,NA,4456,1958-11-30,,
FRANCISCO,NA,UGARTEMENDIA,NA,1355,1937-10-04,,
FRANCISCO,NA,YELPO,NA,3810,1955-02-15,,
FRANCO,GUILLERMO,SAGARRA,NA,1212,NA,,
FRANCO,NA,PASTORINI,NA,2948,2010-03-01,1986-03-17,
FRANKLIN,NA,BELVEDER,WILKINSON,3319,2015-03-01,1964-01-30,
FULGENCIO,P.,SENCION,NA,3715,1932-02-23,,
GABRIEL,NA,BARANDIARAN,NA,1488,NA,1958-08-21,
GABRIEL,NA,COURTOISIE,NA,374,1995-02-15,1957-02-06,
GABRIEL,NA,DAMBORIANA,NA,389,NA,,
GABRIEL,NA,DUCHE,NA,2868,2015-03-01,1963-08-11,
GABRIEL,NA,GIANOLLI,NA,2672,2010-03-01,1966-11-13,
GABRIEL,NA,GURMENDEZ,NA,2582,2004-07-15,1961-07-04,
GABRIEL,NA,OVIEDO,NA,3558,1966-11-27,,
GABRIEL,NA,TINAGLINI,NA,2364,2020-02-15,1969-10-11,
GABRIELA,NA,MINDEGUIA,NA,3131,2015-03-01,1967-12-26,
GASPAR,NA,AQUINO,NA,1461,NA,1909-07-04,
GASTON,NA,CALABUIG,NA,2729,2010-03-01,1980-08-30,
GASTON,NA,SILVERMAN,NA,2164,NA,1944-02-15,
GENARO,NA,MARMO,NA,2644,2010-03-01,1940-01-20,
GERARDO,J.,GASANIGA,NA,614,1951-02-15,,
GERARDO,NA,AMARILLA,NA,2417,2020-02-15,1969-02-01,
GERARDO,NA,AZAMBUYA,NA,3153,2015-03-01,1978-09-20,
GERARDO,NA,CUESTAS,NA,379,1967-02-15,1939-11-24,
GERARDO,NA,LLAGUNO,NA,1874,NA,1959-02-25,
GERARDO,NA,MARIOTT,NA,2757,2010-03-01,1968-11-05,
GERARDO,NA,TOVAGLIARI,NA,2211,NA,1957-08-13,
GERARDO,NA,TRIGO,NA,2215,NA,1961-04-30,
GERMAN,NA,COUTINHO,NA,2396,2020-02-15,1970-04-01,
GERMAN,NA,OLLER,NA,977,1985-02-15,,
GERMAN,NA,ROOSEN,NA,2094,NA,1861,1
GERVASIO,L.,GALARZA,NA,580,1929-05-30,,
GERVASIO,NA,CRESPO,NA,376,1963-02-15,1910-06-19,
GERVASIO,NA,DE POSADAS BELGRANO,POSADAS BELGRANO,2486,1939-11-15,1902-03-15,
GIORDANO,B.,ECCHER,NA,4156,1947-03-01,,
GIORDANO,NA,ECCHER,NA,4156,1943-02-15,,
GLADYS,NA,AMARILLO,NA,2939,2010-03-01,,
GLADYS,NA,SCARPONI,NA,1249,2004-03-09,1943-08-24,
GLORIA,NA,LASERRE,NA,3138,2015-03-01,1958-03-15,
GONZALO,NA,CIVILA,LOPEZ,4143,2015-02-15,1984-12-06,
GONZALO,NA,CIVILA,NA,4143,2020-02-15,1984-12-06,
GONZALO,NA,DE TORO,TORO,2348,2010-02-15,1950-06-08,
GONZALO,NA,GARDIL,NA,609,1954-06-22,,
GONZALO,NA,GERIBON,NA,3395,2015-03-01,1986-12-30,
GONZALO,NA,NOVALES,NA,958,2010-02-15,1943-05-30,
GONZALO,NA,PIANA,EFFINGER,1067,1996-05-23,1940-02-19,
GONZALO,NA,REBOLEDO,NA,2055,NA,1967-07-30,
GRACIANA,NA,BARBERO,NA,159,1972-02-15,1910,1
GRACIELA,NA,BARRUTE,NA,3330,2015-03-01,1968-05-21,
GRACIELA,NA,LOPATER,NA,3118,2015-03-01,1952-08-28,
GRACIELA,NA,MATIAUDE,NA,2388,2015-02-15,1957-03-14,
GRACIELA,NA,MUSLERA,NA,2601,2010-03-01,1963-04-14,
GRACIELA,NA,SAROBBA,NA,1245,NA,1958-06-17,
GREGORIO,NA,BARAÑANO,NA,153,1947-02-13,1885-05-09,
GREGORIO,NA,BERGERAU,NA,3882,1959-02-15,,
GUALBERTO,NA,DAMONTE,NA,392,1959-05-21,1913-11-09,
GUALBERTO,NA,HERNÀNDEZ,NA,3186,2015-03-01,,
GUIDO,NA,MICHELIN,SALOMON,1926,NA,,
GUILLERMO,NA,BAUSERO,NA,1503,NA,,
GUILLERMO,NA,BERNHARD,NA,3553,1966-11-27,1918,1
GUILLERMO,NA,BORDOLI,VALLEJO,1550,NA,1948-05-03,
GUILLERMO,NA,BURGEÑO,NA,2741,2010-03-01,,
GUILLERMO,NA,ECHEVERRI,NA,473,1938-05-25,,
