"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","legislaturas_agrupadas","agregado","fecha_intermedia","ed_asumir","ed_asumir_1","edad_asumir"
"SILVERA","ARAUJO","MARIO","FABIAN",2402,"Partido Nacional",2010,2014,47,"Diputado","Suplente","Treinta y Tres",1,1971-03-26,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,41,41
"SOLARI","DAMONTE","ALFREDO","JOSE MARIA",4095,"Partido Colorado",2010,2015,47,"Senador","Suplente",NA,1,1944-07-05,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,68,68
"TAJAM","CABRERA","HECTOR","VICENTE",1345,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,1947-09-22,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,64,64
"UMPIERREZ","DIANO","JAVIER","ERNESTO",4460,"Frente Amplio",2013,2015,47,"Diputado","Suplente",NA,1,1964-05-15,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,48,48
"UMPIERREZ","DIANO","JAVIER","ERNESTO",4460,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1964-05-15,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,48,48
"BANDERA","PERG","MARIO","ISIDRO",2873,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1965-02-18,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,47,47
"XAVIER","YELPO","MONICA",NA,2271,"Frente Amplio",2012,2012,47,"Senador","Suplente",NA,0,1956-12-16,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,55,55
"ZAS","FERNANDEZ","JORGE",NA,2278,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1949-02-23,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,63,63
"BATTISTONI","SPINELLI","JULIO","JOSE",2327,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,1945-01-02,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,67,67
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2012,2013,47,"Senador","Suplente",NA,1,1955-06-30,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,57,57
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,1955-06-30,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,57,57
"BERAMENDI","USERA","MARIA","DEL CARMEN",1543,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,0,1950-06-16,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,62,62
"BERTERRECHE","ALVAREZ","ANDRES",NA,2559,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,1962-07-18,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,50,50
"BIANCHI","CASERTA","ELEONORA",NA,1561,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,1960-11-29,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,51,51
"BIANCHI","CASERTA","ELEONORA",NA,1561,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,0,1960-11-29,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,51,51
"BOTTINO","FIURI","MARIA","CECILIA",2361,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,0,1960-10-19,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,51,51
"BRENTA","BADANO","EDUARDO","ALFONSO",4147,"Frente Amplio",2014,2015,47,"Senador","Suplente",NA,1,1959-02-08,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,53,53
"BRENTA","BADANO","EDUARDO","ALFONSO",4147,"Frente Amplio",2014,2014,47,"Diputado","Suplente",NA,1,1959-02-08,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,53,53
"CAMPANELLA","GIANECHINE","WALTER","HUGO",2403,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1948-03-22,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,64,64
"CAMY","ANTOGNAZZA","CARLOS","DANIEL",4148,"Partido Nacional",2010,2010,47,"Senador","Suplente",NA,1,1970-09-09,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,41,41
"CARDOSO","FERREIRA","GERMAN",NA,1622,"Partido Colorado",2010,2015,47,"Senador","Suplente",NA,1,1973-10-01,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,38,38
"CARDOSO","SILVA","JOSE","CARLOS",3859,"Partido Nacional",2011,2013,47,"Senador","Suplente",NA,1,1958-04-24,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,54,54
"CERSOSIMO","MICHELINI","GUSTAVO",NA,2383,"Partido Colorado",2015,2015,47,"Senador","Suplente",NA,1,1953-04-02,2010-02-15,2015-02-14,"1985-2020",0,2012-08-15,NA,59,59
"ACORDAGOITIA","AMARELLA","OSVALDO","ROSENDO",4689,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1932-04-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,80,80
"ACOSTA","MARTIRENA","AURO","RAMON",4543,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1964-05-04,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"ALVAREZ","DE","ALDA","GRISEL",4520,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,1973-05-08,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,39,39
"ALVAREZ","LOPEZ","PABLO","EMILIANO",4690,"Frente Amplio",2010,2010,47,"Senador","Suplente",NA,1,1978-03-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,34,34
"ALVAREZ","LOPEZ","PABLO","EMILIANO",4690,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1978-03-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,34,34
"COEDO","ATIENZA","EVARISTO",NA,4580,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1950-11-13,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"COITINO","CEBEY","CARLOS","DIONISIO",4546,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1936-10-03,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,75,75
"CORBO","HERMIDA","FEDERICO",NA,4583,"Partido Colorado",2010,2010,47,"Diputado","Suplente",NA,1,1979-04-03,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,33,33
"CORRADI","COLMAN","JOSE","BALTAZAR",4617,"Partido Colorado",2010,2014,47,"Diputado","Suplente",NA,1,1944-08-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"CORREA","CORSIGLIA","MARCO","ARTEMIO",4656,"Partido Colorado",2010,2012,47,"Diputado","Suplente",NA,1,1973-01-17,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,39,39
"CORUJO","NUNEZ","CARLOS","ALBERTO",4547,"Frente Amplio",2015,2015,47,"Diputado","Suplente",NA,1,1962-02-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"CORUJO","NUNEZ","CARLOS","ALBERTO",4547,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1962-02-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"CUADRADO","FERNANDEZ","BEATRIZ","ELENA",4544,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1948-06-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,64,64
"CURBELO","DEL","JUAN","ALCIDES",4625,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1973-10-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,38,38
"DA ROZA","PINEYRO","LUIS","ALBERTO",4647,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1959-03-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"DE HAEDO","MAS","RAUL","JAVIER",4699,"Partido Nacional",2010,2010,47,"Senador","Suplente",NA,1,1961-09-28,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"DE SOUZA","PINTO","BELMONTE","JOSE",4545,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1955-05-25,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"DIAZ","ANGUILLA","PABLO","ANDRES",4692,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1980-03-13,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,32,32
"DIAZ","DA","MARCELO","FERNANDO",4653,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1969-01-25,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,43,43
"DIZ","ISI","LUIS","ALBERTO",4648,"Partido Nacional",2012,2012,47,"Diputado","Suplente",NA,1,NA,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,NA,NA
"DOMINGUEZ","DIAZ","JUAN","JOSE",4626,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,1942-10-03,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,69,69
"DOMINGUEZ","GOMEZ","ROBERTO","CESAR",4706,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1956-10-06,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"DUARTE","RODRIGUEZ","ABEL","AMILCAR",4517,"Partido Colorado",2011,2011,47,"Diputado","Suplente",NA,1,1958-08-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"DUHALDE","ETCHEVERRY","MIGUEL","ANTONIO",4671,"Partido Colorado",2010,2010,47,"Senador","Suplente",NA,1,1963-10-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"ECHEVERRIA","DE","ALEJANDRO","RAUL",4522,"Frente Amplio",2014,2014,47,"Senador","Suplente",NA,1,1963-01-31,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,49,49
"ECHEVERRIA","DE","ALEJANDRO","RAUL",4522,"Frente Amplio",2011,2011,47,"Senador","Suplente",NA,1,1963-01-31,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,49,49
"ELGUE","SANCHEZ","WALTER","MARTIN",4724,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1976-03-15,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,36,36
"ESCUDERO","MAZZEI","SUSANA","MARIA",4721,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,0,1952-05-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,60,60
"FAJARDO","MACHADO","CARLOS","FELIPE",4548,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1952-09-07,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,59,59
"FERBER","ARTAGAVEYTIA","CONRADO","ENRIQUE",4555,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1968-07-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,44,44
"FERNANDEZ","AIZCORBE","MARTIN",NA,4667,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1974-02-05,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,38,38
"FERNANDEZ","CABRERA","FERNANDO","MARCELO",4586,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1966-06-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,46,46
"FERNANDEZ","FARIAS","EDUARDO","DOUGLAS",4570,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,1950-07-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,62,62
"FERNANDEZ","GONZALEZ","ALVARO",NA,4527,"Partido Colorado",2010,2015,47,"Diputado","Suplente",NA,1,1966-01-08,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,46,46
"FERNANDEZ","LASSO","GUSTAVO","ANDRES",4597,"Partido Colorado",2010,2011,47,"Diputado","Suplente",NA,1,1977-12-22,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,34,34
"FERNANDEZ","SARUTTE","SEGUNDO","ISAIAS DANIEL",4717,"Partido Nacional",2012,2012,47,"Diputado","Suplente",NA,1,1975-11-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,36,36
"FERRARI","SARZABAL","ALDO","OSCAR",4521,"Partido Colorado",2010,2010,47,"Diputado","Suplente",NA,1,1944-09-28,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"FERREIRA","FERREIRA","ANGELICA",NA,4536,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,0,1961-11-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"FERREIRA","RODRIGUEZ","OLGA","ZULIMAR",4685,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,1973-09-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,38,38
"FERRERO","RODRIGUEZ","JUAN","CARLOS",4627,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1944-05-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,68,68
"FIORDELMONDO","DOS","JULIO","CESAR",4635,"Frente Amplio",2012,2013,47,"Diputado","Suplente",NA,1,1947-09-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,64,64
"FORNE","MONTANI","RAUL","TOMAS",4700,"Frente Amplio",2013,2014,47,"Diputado","Suplente",NA,1,1945-12-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,66,66
"FORNE","MONTANI","RAUL","TOMAS",4700,"Frente Amplio",2011,2011,47,"Diputado","Suplente",NA,1,1945-12-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,66,66
"FUENTES","GOMEZ","SONIA",NA,4719,"Partido Nacional",2012,2013,47,"Diputado","Suplente",NA,0,1955-02-06,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"GALLICCHIO","QUEIROLO","ANTONIO",NA,4538,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,1,1944-08-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"GALLICCHIO","QUEIROLO","ANTONIO",NA,4538,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1944-08-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"GARCIA","COSTA","GUILLERMO","FRANCISCO",4595,"Partido Nacional",2010,2013,47,"Senador","Suplente",NA,1,1930-06-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,82,82
"GARCIA","GONZALEZ","MARIO","LUIS",4662,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1969-03-20,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,43,43
"GARCIA","MASSARO","LUIS","NERY",4649,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1928-07-08,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,84,84
"GARCIA","PEREYRA","RICHARD","ROGELIO",4703,"Frente Amplio",2011,2012,47,"Diputado","Suplente",NA,1,1968-10-07,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,43,43
"GIMENEZ","MONTESDEOCA","RAMON","NICOMEDES",4698,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1972-01-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,40,40
"GONZALEZ","GARCIA","IRIS","CRISTINA",4604,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1961-07-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,51,51
"GONZALEZ","LOPEZ","WALTER","YAMANDU",4725,"Frente Amplio",2013,2013,47,"Diputado","Suplente",NA,1,1955-05-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"GONZALEZ","MOREIRA","MARIA","DEL LUJAN",4658,"Partido Nacional",2011,2011,47,"Diputado","Suplente",NA,0,1968-03-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,44,44
"GONZALEZ","RIOS","LUIS","ALBERTO",4650,"Partido Independiente",2010,2010,47,"Diputado","Suplente",NA,1,1951-12-07,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,60,60
"GONZALEZ","RODRIGUEZ","DANIEL","ALEJANDRO",4556,"Frente Amplio",2015,2015,47,"Diputado","Suplente",NA,1,1972-07-20,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,40,40
"GRIEGO","VALIENTE","NORMA","NANCY",4684,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,1963-12-03,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"GRILLE","CORONEL","LEANDRO",NA,4642,"Frente Amplio",2012,2014,47,"Diputado","Suplente",NA,1,1979-03-04,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,33,33
"GRILLE","CORONEL","LEANDRO",NA,4642,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1979-03-04,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,33,33
"GRONRROZ","AGUIAR","JUAN","DANIEL",4628,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1949-07-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,63,63
"GUADALUPE","BRENNA","DIEGO",NA,4566,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1960-01-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"GUARINONI","RODRIGUEZ","MAURICIO",NA,4670,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1977-09-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,34,34
"GUEKDJIAN","HEKIMIAN","JORGE",NA,4612,"Partido Nacional",2015,2015,47,"Diputado","Suplente",NA,1,1964-06-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"GUEKDJIAN","HEKIMIAN","JORGE",NA,4612,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1964-06-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"GUIGOU","KLUVER","ALBERTO","BARTOLOME",4519,"Frente Amplio",2011,2011,47,"Diputado","Suplente",NA,1,1954-10-06,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"HERNANDEZ","GOMEZ","ELSA","CLERICI",4576,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,1949-01-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,63,63
"HORNES","BARCELO","JUAN","CARLOS",4629,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1959-09-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"ALVAREZ","RAMOS","JULIO","NELSON",4632,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1944-08-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"ALVEZ","VILA","EVA","MYRIAM",4581,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,0,1945-01-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"ALZUGARAY",NA,"ELDA",NA,4575,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,0,NA,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,NA,NA
"AMARO","MACHADO","RUBEN","JOSE",4711,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1957-11-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"AMOZA","BOZZOLO","MARGARITA","MARIA",4657,"Partido Nacional",2012,2012,47,"Diputado","Suplente",NA,0,1945-05-05,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"IRRAZABAL","TEXEIRA","MIGUEL","ANGEL",4672,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1960-05-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"ISABELLA","REVETRIA","FERNANDO","RAFAEL",4587,"Frente Amplio",2012,2014,47,"Diputado","Suplente",NA,1,1977-08-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,35,35
"ISI","QUEPFERT","DANIEL",NA,4557,"Partido Colorado",2012,2012,47,"Diputado","Suplente",NA,1,1965-03-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"ISLAS","GLOODTDOFSKY","LARA","PAOLA",4640,"Partido Colorado",2012,2012,47,"Diputado","Suplente",NA,0,1978-01-11,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,34,34
"LAPASTA","VENTURA","GERMAN",NA,4594,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1982-05-25,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,30,30
"LARA","GILENE","JULIO","CESAR",4636,"Partido Nacional",2010,2015,47,"Senador","Suplente",NA,1,1953-07-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,59,59
"LAVENTURE","OTEGUI","EDUARDO","MARTIN",4571,"Partido Nacional",2015,2015,47,"Senador","Suplente",NA,1,1958-06-17,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"LAVENTURE","OTEGUI","EDUARDO","MARTIN",4571,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1958-06-17,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"LERETE","SALCEDO","ORLANDO","DARIO",4687,"Partido Nacional",2011,2014,47,"Diputado","Suplente",NA,1,1945-03-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"LOPEZ","GOLDARACENA","OSCAR","ADOLFO",4688,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,1959-08-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"LOPEZ","MENDEZ","ARTURO","EDUARDO",4542,"Partido Nacional",2011,2014,47,"Diputado","Suplente",NA,1,1983-10-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,28,28
"LOPEZ","VILLALBA","DANIEL","GUSTAVO",4558,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1947-12-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,64,64
"MACIEL","MOREIRA","NOEL","BAUTISTA",4682,"Frente Amplio",2013,2013,47,"Diputado","Suplente",NA,1,1946-12-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,65,65
"MAGALLANES",NA,"GUSTAVO","YAMANDU",4598,"Partido Colorado",2010,2011,47,"Diputado","Suplente",NA,1,1958-11-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"MARIZCURRENA","ECHEVERRIA","MARTHA","MARIA",4665,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,0,1963-12-08,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"MARQUEZ","OLIVERA","PEDRO","EDUARDO",4695,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1961-10-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"MARTELLETTI","GONZALEZ","EDUARDO",NA,4572,"Partido Independiente",2012,2014,47,"Diputado","Suplente",NA,1,1969-02-06,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,43,43
"MARTINEZ","MARTINEZ","LOURDES","DIANNE",4645,"Partido Colorado",2012,2013,47,"Diputado","Suplente",NA,1,1961-08-15,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,51,51
"MAUTE","SARAVIA","MARCELO","ANDRES",4654,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,1974-09-04,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,37,37
"MEZZERA","BRITO","EDUARDO",NA,4573,"Partido Nacional",2013,2015,47,"Senador","Suplente",NA,1,1946-07-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,66,66
"MIGUES","PERALTA","ARAMIS","NEREO",4541,"Partido Colorado",2011,2011,47,"Diputado","Suplente",NA,1,1943-05-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,69,69
"MILLAN","GARCIA","CARMEN","YANNET",4551,"Frente Amplio",2010,2012,47,"Diputado","Suplente",NA,1,1954-03-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,58,58
"MINARRIETA","VERA","NERY","ALFREDO",4678,"Partido Nacional",2011,2011,47,"Diputado","Suplente",NA,1,1937-07-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,75,75
