"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","legislaturas_agrupadas","agregado","fecha_intermedia","ed_asumir","ed_asumir_1","edad_asumir"
"MONTIEL","MENDEZ","CLEVER","DANIEL",4554,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1958-08-05,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"MONTIEL","MENDEZ","CLEVER","DANIEL",4554,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,1958-08-05,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"MOREIRA","FONTES","MARIA","ELOISA",4659,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,0,1958-06-07,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"MORELLI","COLOMBRES","DANIEL","EDUARDO",4560,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,1944-07-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,68,68
"MORELLI","COLOMBRES","LEON","JOSE",4643,"Partido Nacional",2011,2014,47,"Senador","Suplente",NA,1,1941-11-06,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,70,70
"MORODO","DIAZ","WALTER","DOMINGO",4726,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,1954-01-13,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,58,58
"MOROSINI","RESENDE","DOGOMAR",NA,4567,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1954-02-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,58,58
"MUSETTI","FORMOSO","JULIO","MARIO",4637,"Partido Colorado",2010,2012,47,"Diputado","Suplente",NA,1,1967-07-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,45,45
"MUTTONI","VIGNOLI","RICARDO","DANIEL",4702,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1951-04-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"NUNEZ","BELLES","RUBEN","NELSON",4712,"Partido Colorado",2010,2014,47,"Diputado","Suplente",NA,1,1954-09-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"NUNEZ","PEREZ","NICOLAS","ANDRES",4679,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1983-12-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,28,28
"NUNEZ","SAPPA","JOSE","LUIS",4619,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1962-01-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"OCAMPO","LIMA","ANDREA","KARINA",4535,"Partido Independiente",2012,2013,47,"Diputado","Suplente",NA,0,1981-04-20,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,31,31
"OJEDA","DIAZ","MILO","HIGINIO",4673,"Partido Colorado",2010,2014,47,"Diputado","Suplente",NA,1,1942-10-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,69,69
"OLIVAR","MENDEZ","JULIO","MARIO",4638,"Partido Colorado",2010,2014,47,"Diputado","Suplente",NA,1,1963-12-11,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"ONTANEDA","PARODI","LOURDES","AZUCENA",4646,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1948-02-11,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,64,64
"ORTEGA","SUAREZ","RUPERTO","MARIA",4714,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1939-07-22,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,73,73
"ORTIZ","DE","NICOLAS",NA,4680,"Partido Colorado",2010,2015,47,"Diputado","Suplente",NA,1,1979-09-28,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,32,32
"OSTRIA","CHIAZZARO","JOSE","LUIS",4620,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1959-07-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"PACHECO","MARTIRENA","MARY","ELISABETH",4668,"Partido Nacional",2015,2015,47,"Diputado","Suplente",NA,1,1965-07-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"PACHECO","MARTIRENA","MARY","ELISABETH",4668,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1965-07-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"PANIZZA",NA,"CESAR","EDGARD",4552,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1949-01-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,63,63
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido Nacional",2015,2015,47,"Senador","Suplente",NA,1,1972-12-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,39,39
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido Nacional",2010,2015,47,"Senador","Suplente",NA,1,1972-12-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,39,39
"PERDOMO","BARRETO","MILTON","HENRY",4674,"Frente Amplio",2013,2014,47,"Diputado","Suplente",NA,1,1966-04-08,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,46,46
"PEREIRA","CARRACEDO","NICOLAS","JAVIER",4681,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1982-07-19,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,30,30
"PEREYRA","BORGES","JOSE","MARIA",4621,"Frente Amplio",2010,2014,47,"Senador","Suplente",NA,1,1945-12-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,66,66
"PEREYRA","LARROSA","MARIA","DEL CARMEN",4660,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,0,1957-04-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"AQUINO","DOMINGUEZ","JOSE","DANIEL",4615,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1959-03-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"ARAUJO","ABIMORAD","ROBERTO",NA,4704,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1963-09-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"PEREZ","AGUIRRE","LAURA","CRISTINA",4641,"Frente Amplio",2010,2011,47,"Diputado","Suplente",NA,0,1976-08-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,36,36
"PEREZ","CORTELEZZI","NELSON","EDUARDO",4676,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1940-07-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,72,72
"PEREZ","GARCIA","ANTONIO","LEANDRO",4539,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1937-11-06,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,74,74
"PEREZ","GONZALEZ","PABLO","NEKLINDOR",4693,"Frente Amplio",2015,2015,47,"Diputado","Suplente",NA,1,1948-02-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,64,64
"PEREZ","MACHADO","MARCOS","LISANDRO",4655,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1980-08-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,32,32
"PEREZ","SILVA","MARIO","OMAR",4664,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1952-09-19,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,59,59
"PINEIRO","RODRIGUEZ","DELFINO",NA,4565,"Frente Amplio",2013,2015,47,"Diputado","Suplente",NA,1,1957-03-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"PINEIRO","RODRIGUEZ","DELFINO",NA,4565,"Frente Amplio",2011,2011,47,"Diputado","Suplente",NA,1,1957-03-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"PINTOS","ROHNER","ALICIA","JOSEFA",4524,"Frente Amplio",2010,2015,47,"Senador","Suplente",NA,0,1941-05-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,71,71
"PORRINI","GARCIA","ALICIA","GISELLE",4525,"Frente Amplio",2011,2014,47,"Diputado","Suplente",NA,0,1957-10-18,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"PRIETO","MENDIOLA","AMERICO","ENRIQUE",4532,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1948-05-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,64,64
"PUMAR","DE","VERONICA","LILIA",4723,"Partido Nacional",2011,2014,47,"Diputado","Suplente",NA,0,1970-12-20,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,41,41
"QUINTANA",NA,"ROSA","BEATRIZ",4710,"Frente Amplio",2013,2014,47,"Diputado","Suplente",NA,0,1965-05-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"QUINTANA",NA,"ROSA","BEATRIZ",4710,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,0,1965-05-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"QUINTANS","AMILIVIA","ALVARO",NA,4528,"Frente Amplio",2012,2012,47,"Diputado","Suplente",NA,1,1967-09-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,44,44
"RAMOS","ESPINDOLA","ROQUE","FABIAN",4709,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1958-05-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,54,54
"RENOM","PEREZ","RAUL","EDGAR",4701,"Partido Independiente",2011,2011,47,"Diputado","Suplente",NA,1,1942-04-20,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,70,70
"REPETTO","VIGNOLA","ALEJANDRO","DANIEL",4523,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1966-07-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,46,46
"RIANI","BARANZANO","JORGE","ENRIQUE",4613,"Partido Colorado",2014,2014,47,"Senador","Suplente",NA,1,1959-10-17,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"RIANI","BARANZANO","JORGE","ENRIQUE",4613,"Partido Colorado",2010,2011,47,"Senador","Suplente",NA,1,1959-10-17,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"RICAGNI","ZABALVEYTIA","FEDERICO",NA,4584,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,1982-02-15,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,30,30
"ROCHA","DOS","LUIS","ANGEL",4651,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1944-10-12,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"RODRIGUEZ","CORRALEJO","NORA","BEATRIZ",4683,"Frente Amplio",2014,2014,47,"Diputado","Suplente",NA,0,1974-12-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,37,37
"RODRIGUEZ","GALVEZ","CARLOS",NA,4549,"Frente Amplio",2013,2015,47,"Diputado","Suplente",NA,1,1971-11-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,40,40
"RODRIGUEZ","GALVEZ","CARLOS",NA,4549,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1971-11-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,40,40
"RODRIGUEZ","LABRUNA","JORGE","ALVARO",4614,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1942-02-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,70,70
"RODRIGUEZ","LOPEZ","RUBEN",NA,4713,"Partido Colorado",2010,2014,47,"Senador","Suplente",NA,1,1942-08-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,70,70
"RODRIGUEZ","RODRIGUEZ","HYARA","YANET",4602,"Frente Amplio",2011,2012,47,"Senador","Suplente",NA,0,1955-08-11,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"RODRIGUEZ","UMPIERREZ","ALARICO","CESAR",4518,"Partido Nacional",2011,2011,47,"Diputado","Suplente",NA,1,1938-08-28,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,73,73
"RODRIGUEZ","UMPIERREZ","AMBROSIO","INDALECIO",4530,"Partido Nacional",2010,2013,47,"Senador","Suplente",NA,1,1935-05-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,77,77
"ROSTAN","MARR","ELBIO","EDGARDO",4574,"Partido Colorado",2010,2014,47,"Diputado","Suplente",NA,1,1965-02-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"RUBINO","LOPATER","VALERIA",NA,4722,"Frente Amplio",2012,2013,47,"Diputado","Suplente",NA,0,1976-09-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,35,35
"SANCHEZ","PEREZ","FRANCISCO","PAULINO",4590,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1940-06-22,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,72,72
"SANGUINETTI","GALLINAL","FRANCISCO","JOSE",4591,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1961-12-03,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"SANTALLA",NA,"MARIA","DE LAS MERCEDES",4661,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,0,1959-02-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"SANTANA","DIFILIPPO","GABRIEL",NA,4593,"Partido Nacional",2012,2012,47,"Diputado","Suplente",NA,1,1963-12-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,48,48
"SARAZOLA","RODRIGUEZ","CESAR","MARCOS",4553,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1976-05-15,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,36,36
"SAUVAL","MOOR","PHILIPPE","JACQUES",4697,"Partido Independiente",2010,2014,47,"Diputado","Suplente",NA,1,1950-08-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"SENCION","CORBO","ENRIQUE","HUGO",4577,"Partido Nacional",2015,2015,47,"Diputado","Suplente",NA,1,1951-03-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"SENCION","CORBO","ENRIQUE","HUGO",4577,"Partido Nacional",2012,2013,47,"Diputado","Suplente",NA,1,1951-03-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"SILVA","CURBELO","NELSON","ADRIAN",4677,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,1979-06-11,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,33,33
"SILVA","MENENDEZ","OLGA","MARIA",4686,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,0,1944-09-17,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,67,67
"SILVEIRA","CORREA","JULIO","CESAR",4639,"Partido Nacional",2015,2015,47,"Senador","Suplente",NA,1,1953-06-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,59,59
"SILVEIRA","CORREA","JULIO","CESAR",4639,"Partido Nacional",2010,2014,47,"Senador","Suplente",NA,1,1953-06-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,59,59
"SOSA",NA,"ROBERT","ELEUTERIO",4708,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1964-12-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
"SOUTO","TOSCANI","WALTER","ULISES",4727,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1957-02-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"SOUZA","DE","JUAN","CARLOS",4630,"Frente Amplio",2010,2011,47,"Senador","Suplente",NA,1,1955-01-28,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"TADDEO","HERNANDEZ","JOSE","CARLOS",4622,"Frente Amplio",2010,2011,47,"Diputado","Suplente",NA,1,1961-12-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"TORRES","DOS","ALICIA","STELLA",4526,"Frente Amplio",2010,2011,47,"Diputado","Suplente",NA,0,1959-11-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"TUTZO","LOPEZ","CARLOS","ALBERTO",4550,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1951-12-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,60,60
"UMANSKY","TERSECESCHI","ISAAC",NA,4605,"Partido Colorado",2010,2015,47,"Senador","Suplente",NA,1,1941-12-19,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,70,70
"UMPIERRE","ECHEVERRIA","WASHINGTON",NA,4728,"Frente Amplio",2013,2014,47,"Diputado","Suplente",NA,1,1959-04-25,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"URIARTE","ARAUJO","DAOIZ","GERARDO",4563,"Frente Amplio",2013,2015,47,"Diputado","Suplente",NA,1,1956-09-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"VADELL","MEZZETTA","ANTONIO",NA,4540,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1954-12-07,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"VAILLANT","LARRAYA","GUILLERMO","HERMAN",4596,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1946-07-19,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,66,66
"VEGA","DEBRA","MARY","ISABEL",4669,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1959-07-21,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,53,53
"VEGA","OLID","SANDRA","CECILIA",4716,"Partido Colorado",2011,2011,47,"Diputado","Suplente",NA,0,1960-09-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,51,51
"VELA","GADEA","PABLO","DAMIAN",4694,"Partido Colorado",2012,2015,47,"Diputado","Suplente",NA,1,1980-03-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,32,32
"ATILIO","TAPIA","JUAN","ANTONIO",4623,"Partido Nacional",2013,2014,47,"Diputado","Suplente",NA,1,1955-05-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"AUSTT","PEDRON","JOSE","ANTONIO",4616,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,1943-06-13,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,69,69
"BACCINO","MERELLO","NELLY","LAURA",4675,"Partido Colorado",2011,2014,47,"Diputado","Suplente",NA,1,1955-02-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,57,57
"BALMELLI","CAMOIRANO","JULIO","LINO",4633,"Frente Amplio",2011,2013,47,"Diputado","Suplente",NA,1,1950-09-15,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"BARES","MARIN","MARTIN","ELIAS",4666,"Frente Amplio",2011,2011,47,"Diputado","Suplente",NA,1,1976-03-19,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,36,36
"BARREIRO","SABBIA","AMBROSIO","WALTER",4529,"Partido Nacional",2010,2012,47,"Senador","Suplente",NA,1,1935-04-11,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,77,77
"VILLARINO","FERNANDEZ","DANTE",NA,4562,"Partido Colorado",2013,2013,47,"Diputado","Suplente",NA,1,1938-05-30,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,74,74
"ZIMINOV","ROBKIN","LUIS","ALBERTO",4652,"Partido Colorado",2010,2015,47,"Diputado","Suplente",NA,1,1950-03-28,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,62,62
"ZUNINO","TORTEROLA","FRANCISCO","ADHEMAR",4592,"Partido Colorado",2010,2013,47,"Diputado","Suplente",NA,1,1960-04-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,52,52
"BARRIOS","BOVE","JAVIER","ENRIQUE",4606,"Partido Nacional",2010,2011,47,"Diputado","Suplente",NA,1,1976-11-23,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,35,35
"BARTESAGHI","SILVEIRA","JORGE",NA,4609,"Partido Nacional",2010,2014,47,"Senador","Suplente",NA,1,1939-06-16,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,73,73
"BENTANCOR","HERNANDEZ","JUAN","JOSE",4624,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1943-12-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,68,68
"BENTANCOR","HERNANDEZ","JUAN","JOSE",4624,"Frente Amplio",2010,2012,47,"Senador","Suplente",NA,1,1943-12-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,68,68
"BENTANCOR","PAIS","WILSON","JESUS",4729,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1950-07-05,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,62,62
"BESOZZI","VIERA","FLORENCIA","MARIA",4588,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,0,1984-12-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,27,27
"BOCCHIARDO","CAORSI","DOMINGO",NA,4568,"Partido Nacional",2012,2012,47,"Diputado","Suplente",NA,1,1968-12-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,43,43
"BONILLA","BLANCO","HERNAN","LUIS",4601,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1982-05-29,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,30,30
"BORJA","ALFONSO","STELLA","MARIS",4720,"Partido Nacional",2011,2012,47,"Diputado","Suplente",NA,0,1961-08-07,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,51,51
"BOUSSES","POMIES","HEBER","ALCIDES",4599,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,1961-12-22,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,50,50
"BRADFORD","IBARBURIS","SAMUEL","EDARDO",4715,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,1962-10-26,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,49,49
"CABALLERO","PACHECO","ROBERTO",NA,4705,"Frente Amplio",2010,2011,47,"Diputado","Suplente",NA,1,1951-01-31,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,61,61
"CABALLERO","RUIZ","IRENE",NA,4603,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,1974-09-10,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,37,37
"CABRERA","BENVENUTTO","SOLANA",NA,4718,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,0,1956-06-08,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,56,56
"CAFFERA","JURI","JORGE","ATILIO",4610,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,1949-02-24,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,63,63
"CAMPBELL","MARTINEZ","PERLA","GRACIELA",4696,"Frente Amplio",2011,2012,47,"Diputado","Suplente",NA,0,1947-02-05,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,65,65
"CARDOZO","PADULA","JORGE","GIL",4611,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,1982-09-14,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,29,29
"CARRASCO","TESTORE","AMERICO","MARIA",4531,"Partido Nacional",2011,2015,47,"Diputado","Suplente",NA,1,1939-02-20,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,73,73
"CARRERAS","FERNANDEZ","FLORO","ALBERTO",4589,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,1928-11-09,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,83,83
"CASAS","MARTINEZ","DARDO",NA,4564,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,1977-03-01,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,35,35
"CASTILLO","RAMIREZ","ESBAR","GONZALO",4578,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,1985-01-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,27,27
"CENTURION","SCHAUMAN","PABLO","ENRIQUE",4691,"Frente Amplio",2011,2014,47,"Diputado","Suplente",NA,1,1956-09-02,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,55,55
"CHA","MAIDANA","JAVIER",NA,4607,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,1965-01-27,2010-02-15,2015-02-14,"1985-2020",1,2012-08-15,NA,47,47
