,nombre,fecha_nac,cargo,partido,status,inicio,fin,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,legislatura,fecha_inicio_l,fecha_fin_l,legislaturas_agrupadas
95,"ITURRALDE VINAS, PABLO LUIS",1959-09-23,Senador,Partido Nacional,Suplente,2010,2010,ITURRALDE,VINAS,PABLO,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
95,"ITURRALDE VINAS, PABLO LUIS",1959-09-23,Diputado,Partido Nacional,Titular,2005,2010,ITURRALDE,VINAS,PABLO,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
95,"ITURRALDE VINAS, PABLO LUIS",1959-09-23,Senador,Partido Nacional,Suplente,2005,2009,ITURRALDE,VINAS,PABLO,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
96,"KECHICHIAN GARCIA, NORMA LILIAM",1952-03-02,Diputado,Frente Amplio,Suplente,2005,2006,KECHICHIAN,GARCIA,NORMA,LILIAM,0,46,2005-02-15,2010-02-14,1985-2025
97,"KORZENIAK FUCKS, JOSE",1933-02-13,Senador,Frente Amplio,Titular,2005,2008,KORZENIAK,FUCKS,JOSE,,1,46,2005-02-15,2010-02-14,1985-2025
98,"LACALLE POU, LUIS ALBERTO",1973-08-11,Diputado,Partido Nacional,Titular,2005,2010,LACALLE,POU,LUIS,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
99,"LAFLUF HEBEICH, OMAR MARIA",1954-07-03,Diputado,Partido Nacional,Titular,2005,2005,LAFLUF,HEBEICH,OMAR,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
100,"LAGUARDA FISCHETTI, MANUEL",1949-02-13,Senador,Frente Amplio,Suplente,2006,2007,LAGUARDA,FISCHETTI,MANUEL,,1,46,2005-02-15,2010-02-14,1985-2025
101,"LAMBROSQUINI BERTOLELLI, MARIANELA BEATRIZ",1965-02-19,Diputado,Frente Amplio,Suplente,2005,2009,LAMBROSQUINI,BERTOLELLI,MARIANELA,BEATRIZ,0,46,2005-02-15,2010-02-14,1985-2025
102,"LANDONI TEPERINO, DANIEL ALBERTO",1966-12-17,Diputado,Partido Nacional,Suplente,2005,2005,LANDONI,TEPERINO,DANIEL,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
103,"LAPAZ CORREA, GUSTAVO JAVIER",1953-08-24,Senador,Partido Nacional,Titular,2005,2010,LAPAZ,CORREA,GUSTAVO,JAVIER,1,46,2005-02-15,2010-02-14,1985-2025
104,"LARA GILENE, JULIO CESAR",1953-07-23,Senador,Partido Nacional,Titular,2005,2010,LARA,GILENE,JULIO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
105,"LARRANAGA FRAGA, JORGE WASHINGTON",1956-08-08,Senador,Partido Nacional,Titular,2005,2009,LARRANAGA,FRAGA,JORGE,WASHINGTON,1,46,2005-02-15,2010-02-14,1985-2025
106,"LEGLISE APEZTEGUIA, LUIS MARIA",1957-10-26,Senador,Partido Nacional,Suplente,2005,2008,LEGLISE,APEZTEGUIA,LUIS,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
107,"LERETE SALCEDO, ORLANDO DARIO",1945-03-24,Diputado,Partido Nacional,Suplente,2005,2010,LERETE,SALCEDO,ORLANDO,DARIO,1,46,2005-02-15,2010-02-14,1985-2025
108,"LESCANO FRASCHINI, HECTOR CARLOS",1948-02-13,Senador,Frente Amplio,Titular,2005,2005,LESCANO,FRASCHINI,HECTOR,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
109,"LEV PONIACHYK, LEON",1944-07-28,Senador,Frente Amplio,Suplente,2005,2005,LEV,PONIACHYK,LEON,,1,46,2005-02-15,2010-02-14,1985-2025
110,"ALONSO TELLECHEA, ALVARO",1955-03-11,Diputado,Partido Nacional,Titular,2005,2010,ALONSO,TELLECHEA,ALVARO,,1,46,2005-02-15,2010-02-14,1985-2025
111,"ALVAREZ BOGLIOLO, ALFREDO JOSE",1959-10-31,Diputado,Partido Nacional,Suplente,2005,2009,ALVAREZ,BOGLIOLO,ALFREDO,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
112,"ALVAREZ LOPEZ, PABLO EMILIANO",1978-03-14,Senador,Frente Amplio,Suplente,2010,2010,ALVAREZ,LOPEZ,PABLO,EMILIANO,1,46,2005-02-15,2010-02-14,1985-2025
112,"ALVAREZ LOPEZ, PABLO EMILIANO",1978-03-14,Diputado,Frente Amplio,Suplente,2010,2010,ALVAREZ,LOPEZ,PABLO,EMILIANO,1,46,2005-02-15,2010-02-14,1985-2025
112,"ALVAREZ LOPEZ, PABLO EMILIANO",1978-03-14,Diputado,Frente Amplio,Titular,2005,2010,ALVAREZ,LOPEZ,PABLO,EMILIANO,1,46,2005-02-15,2010-02-14,1985-2025
113,"AMARO CORRADO, JUAN JUSTO",1930-09-14,Senador,Partido Colorado,Titular,2005,2010,AMARO,CORRADO,JUAN,JUSTO,1,46,2005-02-15,2010-02-14,1985-2025
114,"AMARO MACHADO, RUBEN JOSE",1957-11-23,Diputado,Partido Nacional,Suplente,2005,2007,AMARO,MACHADO,RUBEN,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
115,"AMORIN BATLLE, JOSE GERARDO",1954-11-09,Diputado,Partido Colorado,Titular,2005,2010,AMORIN,BATLLE,JOSE,GERARDO,1,46,2005-02-15,2010-02-14,1985-2025
116,"ANDUJAR, JOSE",1944-07-02,Senador,Partido Nacional,Suplente,2005,2008,ANDUJAR,,JOSE,,1,46,2005-02-15,2010-02-14,1985-2025
117,"ANTIA BEHRENS, ENRIQUE ANDRES",1949-11-30,Senador,Partido Nacional,Titular,2005,2010,ANTIA,BEHRENS,ENRIQUE,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
118,"ANTOGNAZZA IMAS, MILTON JESUS",1935-07-27,Senador,Frente Amplio,Suplente,2005,2010,ANTOGNAZZA,IMAS,MILTON,JESUS,1,46,2005-02-15,2010-02-14,1985-2025
119,"ARAMBILLETE PLADA, HUGO JORGE",1947-12-03,Diputado,Frente Amplio,Suplente,2005,2009,ARAMBILLETE,PLADA,HUGO,JORGE,1,46,2005-02-15,2010-02-14,1985-2025
120,"LEZAMA ALMADA, GERMAN HERMENEGILDO",1928-04-13,Senador,Frente Amplio,Suplente,2006,2009,LEZAMA,ALMADA,GERMAN,HERMENEGILDO,1,46,2005-02-15,2010-02-14,1985-2025
121,"LLADO GASTAMBIDE, JORGE",,Diputado,Partido Nacional,Suplente,2005,2006,LLADO,GASTAMBIDE,JORGE,,1,46,2005-02-15,2010-02-14,1985-2025
122,"LONG GARAT, RUPERTO ENZO",1952-12-23,Senador,Partido Nacional,Titular,2005,2010,LONG,GARAT,RUPERTO,ENZO,1,46,2005-02-15,2010-02-14,1985-2025
123,"LONGO FONSALIAS, FERNANDO",1955-08-22,Senador,Frente Amplio,Suplente,2006,2006,LONGO,FONSALIAS,FERNANDO,,1,46,2005-02-15,2010-02-14,1985-2025
123,"LONGO FONSALIAS, FERNANDO",1955-08-22,Diputado,Frente Amplio,Titular,2005,2010,LONGO,FONSALIAS,FERNANDO,,1,46,2005-02-15,2010-02-14,1985-2025
124,"LOPEZ VARELA, MARIA SARA",1937-08-09,Senador,Frente Amplio,Suplente,2005,2009,LOPEZ,VARELA,MARIA,SARA,0,46,2005-02-15,2010-02-14,1985-2025
125,"LORENZO IDIARTE, ALVARO FRANCISCO",1966-06-08,Diputado,Partido Nacional,Titular,2005,2010,LORENZO,IDIARTE,ALVARO,FRANCISCO,1,46,2005-02-15,2010-02-14,1985-2025
126,"LORIER SANDRO, EDUARDO",1952-09-10,Senador,Frente Amplio,Suplente,2005,2009,LORIER,SANDRO,EDUARDO,,1,46,2005-02-15,2010-02-14,1985-2025
127,"MACHADO FAJARDO, GUIDO",1953-02-07,Diputado,Partido Colorado,Titular,2005,2010,MACHADO,FAJARDO,GUIDO,,1,46,2005-02-15,2010-02-14,1985-2025
128,"MACHIN PERDOMO, PEDRO LUIS",1955-06-29,Diputado,Partido Nacional,Suplente,2005,2010,MACHIN,PERDOMO,PEDRO,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
129,"MACHINENA FASSI, JORGE ELISEO",,Diputado,Partido Nacional,Suplente,2006,2009,MACHINENA,FASSI,JORGE,ELISEO,1,46,2005-02-15,2010-02-14,1985-2025
130,"MADRUGA FERREIRA, AURIO GEBERT",1953-10-27,Diputado,Partido Nacional,Suplente,2006,2009,MADRUGA,FERREIRA,AURIO,GEBERT,1,46,2005-02-15,2010-02-14,1985-2025
131,"MAGURNO SOUTO, OSCAR",1930-03-03,Diputado,Partido Colorado,Titular,2010,2010,MAGURNO,SOUTO,OSCAR,,1,46,2005-02-15,2010-02-14,1985-2025
131,"MAGURNO SOUTO, OSCAR",1930-03-03,Diputado,Partido Colorado,Suplente,2009,2009,MAGURNO,SOUTO,OSCAR,,1,46,2005-02-15,2010-02-14,1985-2025
131,"MAGURNO SOUTO, OSCAR",1930-03-03,Diputado,Partido Colorado,Suplente,2005,2005,MAGURNO,SOUTO,OSCAR,,1,46,2005-02-15,2010-02-14,1985-2025
132,"MAHIA FREIRE, JOSE CARLOS",1966-08-08,Senador,Frente Amplio,Suplente,2008,2009,MAHIA,FREIRE,JOSE,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
132,"MAHIA FREIRE, JOSE CARLOS",1966-08-08,Senador,Frente Amplio,Suplente,2006,2006,MAHIA,FREIRE,JOSE,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
132,"MAHIA FREIRE, JOSE CARLOS",1966-08-08,Diputado,Frente Amplio,Titular,2005,2010,MAHIA,FREIRE,JOSE,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
133,"MANANA DOGLIOTTI, DANIEL EDUARDO",1955-01-10,Diputado,Partido Nacional,Titular,2005,2010,MANANA,DOGLIOTTI,DANIEL,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
133,"MANANA DOGLIOTTI, DANIEL EDUARDO",1955-01-10,Diputado,Partido Nacional,Suplente,2005,2005,MANANA,DOGLIOTTI,DANIEL,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
134,"MARELLA RUIZ, GUSTAVO ENRIQUE",1956-04-16,Senador,Frente Amplio,Suplente,2005,2009,MARELLA,RUIZ,GUSTAVO,ENRIQUE,1,46,2005-02-15,2010-02-14,1985-2025
135,"MARQUEZ OLIVERA, PEDRO EDUARDO",1961-10-18,Diputado,Frente Amplio,Suplente,2008,2010,MARQUEZ,OLIVERA,PEDRO,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
135,"MARQUEZ OLIVERA, PEDRO EDUARDO",1961-10-18,Diputado,Frente Amplio,Suplente,2006,2006,MARQUEZ,OLIVERA,PEDRO,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
136,"MARTINELLI PICART, ROQUE OMAR",1956-03-12,Diputado,Partido Colorado,Suplente,2005,2006,MARTINELLI,PICART,ROQUE,OMAR,1,46,2005-02-15,2010-02-14,1985-2025
137,"MARTINEZ HUELMO, RUBEN WALDEMAR",1949-09-27,Diputado,Frente Amplio,Titular,2009,2010,MARTINEZ,HUELMO,RUBEN,WALDEMAR,1,46,2005-02-15,2010-02-14,1985-2025
137,"MARTINEZ HUELMO, RUBEN WALDEMAR",1949-09-27,Diputado,Frente Amplio,Suplente,2005,2009,MARTINEZ,HUELMO,RUBEN,WALDEMAR,1,46,2005-02-15,2010-02-14,1985-2025
138,"MARTINEZ MARQUEZ, ALICIA LILIANA",1942-01-03,Diputado,Partido Nacional,Suplente,2005,2010,MARTINEZ,MARQUEZ,ALICIA,LILIANA,0,46,2005-02-15,2010-02-14,1985-2025
139,"MARTINEZ MORALES, SERGIO GUSTAVO",1964-11-05,Diputado,Partido Nacional,Suplente,2005,2010,MARTINEZ,MORALES,SERGIO,GUSTAVO,1,46,2005-02-15,2010-02-14,1985-2025
140,"MARTORELL LIBRAN, ABAYUBA SARANDI",1941-08-11,Senador,Frente Amplio,Suplente,2005,2010,MARTORELL,LIBRAN,ABAYUBA,SARANDI,0,46,2005-02-15,2010-02-14,1985-2025
141,"MASCHERONI LAY, PABLO ANDRES",1964-01-30,Diputado,Partido Nacional,Suplente,2005,2010,MASCHERONI,LAY,PABLO,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
142,"MASEDA ARTOLA, CARLOS ANTONIO",1949-06-13,Diputado,Frente Amplio,Titular,2005,2010,MASEDA,ARTOLA,CARLOS,ANTONIO,1,46,2005-02-15,2010-02-14,1985-2025
143,"MASPOLI BIANCHI, JUAN EDUARDO",1960-05-10,Senador,Partido Colorado,Suplente,2009,2009,MASPOLI,BIANCHI,JUAN,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
144,"MAZZULO GAITAN, CARLOS ANTONIO",1950-07-18,Diputado,Partido Nacional,Titular,2005,2010,MAZZULO,GAITAN,CARLOS,ANTONIO,1,46,2005-02-15,2010-02-14,1985-2025
144,"MAZZULO GAITAN, CARLOS ANTONIO",1950-07-18,Senador,Partido Nacional,Suplente,2005,2010,MAZZULO,GAITAN,CARLOS,ANTONIO,1,46,2005-02-15,2010-02-14,1985-2025
145,"MAZZULO GAITAN, JORGE ANTONIO",1956-11-27,Diputado,Partido Nacional,Suplente,2005,2006,MAZZULO,GAITAN,JORGE,ANTONIO,1,46,2005-02-15,2010-02-14,1985-2025
146,"MEDEIROS TESKE, EDUARDO JESUS",1959-01-03,Diputado,Frente Amplio,Suplente,2005,2008,MEDEIROS,TESKE,EDUARDO,JESUS,1,46,2005-02-15,2010-02-14,1985-2025
147,"MELGAR O'DONELL, ARTURO",1959-10-11,Diputado,Frente Amplio,Suplente,2008,2008,MELGAR,O'DONELL,ARTURO,,1,46,2005-02-15,2010-02-14,1985-2025
148,"MELGAREJO PEREIRA, ARTIGAS URUGUAY",1942-11-30,Diputado,Frente Amplio,Suplente,2005,2010,MELGAREJO,PEREIRA,ARTIGAS,URUGUAY,1,46,2005-02-15,2010-02-14,1985-2025
149,"MENENDEZ CORTE, JORGE EDGARDO",1951-08-13,Diputado,Frente Amplio,Titular,2005,2008,MENENDEZ,CORTE,JORGE,EDGARDO,1,46,2005-02-15,2010-02-14,1985-2025
150,"MESA PEREZ, MARIO RAMON",1957-03-31,Diputado,Frente Amplio,Suplente,2005,2010,MESA,PEREZ,MARIO,RAMON,1,46,2005-02-15,2010-02-14,1985-2025
151,"MESA ZIEGLER, MARIO HUMBERTO",1950-02-28,Diputado,Partido Nacional,Suplente,2007,2007,MESA,ZIEGLER,MARIO,HUMBERTO,1,46,2005-02-15,2010-02-14,1985-2025
152,"MICHELINI DELLE PIANE, FELIPE RAUL",1961-01-24,Diputado,Frente Amplio,Titular,2005,2010,MICHELINI,DELLE PIANE,FELIPE,RAUL,1,46,2005-02-15,2010-02-14,1985-2025
153,"MICHELINI DELLE PIANE, RAFAEL EUGENIO",1958-10-30,Senador,Frente Amplio,Titular,2005,2010,MICHELINI,DELLE PIANE,RAFAEL,EUGENIO,1,46,2005-02-15,2010-02-14,1985-2025
154,"MIER ESTADES, EDGARDO DIONISIO",1953-05-09,Diputado,Partido Nacional,Suplente,2005,2010,MIER,ESTADES,EDGARDO,DIONISIO,1,46,2005-02-15,2010-02-14,1985-2025
155,"MIER ESTADES, SERGIO ANTERES",1955-06-27,Diputado,Frente Amplio,Suplente,2005,2005,MIER,ESTADES,SERGIO,ANTERES,1,46,2005-02-15,2010-02-14,1985-2025
156,"MOIZO MARRUBIO, DIEGO",1960-08-30,Diputado,Frente Amplio,Suplente,2006,2009,MOIZO,MARRUBIO,DIEGO,,1,46,2005-02-15,2010-02-14,1985-2025
157,"MOIZO MARRUBIO, PAUL ENRIQUE",1956-08-05,Diputado,Frente Amplio,Suplente,2005,2005,MOIZO,MARRUBIO,PAUL,ENRIQUE,1,46,2005-02-15,2010-02-14,1985-2025
158,"MOLINARI ACOSTA, AUGUSTO MARCELLO",1970-02-11,Diputado,Frente Amplio,Suplente,2005,2010,MOLINARI,ACOSTA,AUGUSTO,MARCELLO,1,46,2005-02-15,2010-02-14,1985-2025
159,"MONZEGLIO BENTANCOR, REMO",1955-04-08,Diputado,Partido Nacional,Suplente,2005,2009,MONZEGLIO,BENTANCOR,REMO,,1,46,2005-02-15,2010-02-14,1985-2025
160,"MORAES BASTOS, MARIA BENITA",1954-10-20,Diputado,Frente Amplio,Suplente,2005,2006,MORAES,BASTOS,MARIA,BENITA,0,46,2005-02-15,2010-02-14,1985-2025
161,"MORALES BORDA, JULIO DANIEL",1949-04-02,Diputado,Frente Amplio,Suplente,2005,2010,MORALES,BORDA,JULIO,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
162,"MOREIRA FONTES, MARIA ELOISA",1958-06-07,Diputado,Frente Amplio,Suplente,2005,2010,MOREIRA,FONTES,MARIA,ELOISA,0,46,2005-02-15,2010-02-14,1985-2025
163,"MOREIRA REISCH, CARLOS ALBERTO",1946-05-16,Senador,Partido Nacional,Titular,2005,2010,MOREIRA,REISCH,CARLOS,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
164,"MUGURUZA GALVALISI, EDUARDO MARIA",1940-09-28,Senador,Frente Amplio,Suplente,2009,2009,MUGURUZA,GALVALISI,EDUARDO,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
165,"MUJICA BENOIT, GONZALO FERNANDO",1956-06-06,Diputado,Frente Amplio,Titular,2005,2010,MUJICA,BENOIT,GONZALO,FERNANDO,1,46,2005-02-15,2010-02-14,1985-2025
166,"MUJICA CORDANO, JOSE ALBERTO",1934-05-20,Senador,Frente Amplio,Titular,2008,2010,MUJICA,CORDANO,JOSE,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
166,"MUJICA CORDANO, JOSE ALBERTO",1934-05-20,Diputado,,Titular,2005,2005,MUJICA,CORDANO,JOSE,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
167,"MUNOZ DUTRA, JOSE AGUSTIN",1969-09-10,Diputado,Partido Nacional,Suplente,2007,2007,MUNOZ,DUTRA,JOSE,AGUSTIN,1,46,2005-02-15,2010-02-14,1985-2025
168,"MUSETTI FORMOSO, JULIO MARIO",1967-07-12,Diputado,Partido Colorado,Suplente,2005,2009,MUSETTI,FORMOSO,JULIO,MARIO,1,46,2005-02-15,2010-02-14,1985-2025
169,"MUTIO CERDEIRAS, JORGE ANGEL",1955-03-17,Diputado,Partido Nacional,Suplente,2005,2008,MUTIO,CERDEIRAS,JORGE,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
170,"NAYA MONTEVERDE, PABLO ANDRES",1967-02-24,Diputado,Frente Amplio,Suplente,2005,2010,NAYA,MONTEVERDE,PABLO,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
171,"NEBU SEPULVEDA, FELIX ADUL",1967-06-05,Diputado,Partido Nacional,Suplente,2005,2007,NEBU,SEPULVEDA,FELIX,ADUL,1,46,2005-02-15,2010-02-14,1985-2025
172,"NICOLINI OTTATI, LEONARDO",1960-03-22,Senador,Frente Amplio,Titular,2005,2007,NICOLINI,OTTATI,LEONARDO,,1,46,2005-02-15,2010-02-14,1985-2025
173,"NIN NOVOA, RODOLFO",1948-01-25,Senador,Frente Amplio,Titular,2005,2010,NIN,NOVOA,RODOLFO,,1,46,2005-02-15,2010-02-14,1985-2025
174,"NOGUEIRA LAIF, ADOLFO DANTE",1950-07-05,Diputado,Partido Nacional,Suplente,2006,2009,NOGUEIRA,LAIF,ADOLFO,DANTE,1,46,2005-02-15,2010-02-14,1985-2025
175,"NOVALES MAYOL, GONZALO LEOPOLDO",1943-05-30,Diputado,Partido Nacional,Titular,2005,2010,NOVALES,MAYOL,GONZALO,LEOPOLDO,1,46,2005-02-15,2010-02-14,1985-2025
176,"NUNEZ BLANCO, MANUEL",1947-03-17,Senador,Frente Amplio,Suplente,2005,2009,NUNEZ,BLANCO,MANUEL,,1,46,2005-02-15,2010-02-14,1985-2025
177,"OBISPO BUENO, RUBEN MARIA",1933-09-14,Senador,Frente Amplio,Suplente,2005,2009,OBISPO,BUENO,RUBEN,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
178,"OLANO LLANO, JOSE QUINTIN",1964-08-09,Diputado,Partido Nacional,Titular,2005,2007,OLANO,LLANO,JOSE,QUINTIN,1,46,2005-02-15,2010-02-14,1985-2025
179,"OLIVER VIVIANO, LUIS ANGEL",1947-01-13,Senador,Frente Amplio,Suplente,2006,2009,OLIVER,VIVIANO,LUIS,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
180,"ONTANEDA PARODI, LOURDES AZUCENA",1948-02-11,Diputado,Frente Amplio,Suplente,2007,2010,ONTANEDA,PARODI,LOURDES,AZUCENA,0,46,2005-02-15,2010-02-14,1985-2025
181,"OPERTTI BADAN, DIDIER",1937-04-23,Senador,Partido Colorado,Suplente,2008,2009,OPERTTI,BADAN,DIDIER,,1,46,2005-02-15,2010-02-14,1985-2025
182,"ORIBE BARRAN, ANDRES PLINIO",1964-02-11,Diputado,Partido Colorado,Suplente,2005,2009,ORIBE,BARRAN,ANDRES,PLINIO,1,46,2005-02-15,2010-02-14,1985-2025
183,"ORRICO MIRALDI, JORGE OMAR",1946-10-25,Diputado,Frente Amplio,Titular,2005,2010,ORRICO,MIRALDI,JORGE,OMAR,1,46,2005-02-15,2010-02-14,1985-2025
184,"ORTUNO SILVA, EDGARDO",1970-06-10,Diputado,Frente Amplio,Suplente,2005,2010,ORTUNO,SILVA,EDGARDO,,1,46,2005-02-15,2010-02-14,1985-2025
185,"OTEGUI GRIEGO, MIGUEL JESUS",1949-07-20,Diputado,Partido Nacional,Suplente,2005,2010,OTEGUI,GRIEGO,MIGUEL,JESUS,1,46,2005-02-15,2010-02-14,1985-2025
186,"OTTONELLO LINDNER, RUBENS JUAN",1971-02-02,Diputado,Partido Nacional,Suplente,2005,2009,OTTONELLO,LINDNER,RUBENS,JUAN,1,46,2005-02-15,2010-02-14,1985-2025
187,"PACHECO MARTIRENA, MARY ELISABETH",1965-07-12,Diputado,Partido Nacional,Suplente,2010,2010,PACHECO,MARTIRENA,MARY,ELISABETH,0,46,2005-02-15,2010-02-14,1985-2025
187,"PACHECO MARTIRENA, MARY ELISABETH",1965-07-12,Diputado,Partido Nacional,Suplente,2005,2009,PACHECO,MARTIRENA,MARY,ELISABETH,0,46,2005-02-15,2010-02-14,1985-2025
188,"PAIS RIVANERA, GABRIEL RAUL",1959-02-11,Diputado,Partido Colorado,Suplente,2005,2010,PAIS,RIVANERA,GABRIEL,RAUL,1,46,2005-02-15,2010-02-14,1985-2025
189,"PASSADA LEONCINI, IVONNE GRAZIELLA",1956-04-04,Diputado,Frente Amplio,Suplente,2005,2009,PASSADA,LEONCINI,IVONNE,GRAZIELLA,0,46,2005-02-15,2010-02-14,1985-2025
190,"PATRONE CHIRELLI, JORGE NORMAN",1949-03-13,Diputado,Frente Amplio,Suplente,2005,2010,PATRONE,CHIRELLI,JORGE,NORMAN,1,46,2005-02-15,2010-02-14,1985-2025
